"","Quad","Year","trackID","basalArea_genet","logsize_t0","logsize_t1","survives_tplus1","size_tplus1"
"66","e1q2-2",69,"BOUCUR_69_1",61.4329347938075,4.11794608863677,4.59592272197441,1,99.0795162285411
"67","e1q2-2",71,"BOUCUR_69_1",99.0795162285411,4.59592272197441,4.50776231339603,1,90.7185914392881
"69","e1q2-2",69,"BOUCUR_69_2",35.4449730685291,3.56798143949654,2.60880440434275,1,13.582801601392
"71","e1q2-2",69,"BOUCUR_69_3",207.413089422495,5.33471240577355,5.76464569203042,1,318.82606140764
"74","e1q2-2",70,"BOUCUR_70_2",13.6962575497766,2.61712262396678,4.03201744312423,1,56.3745290058335
"76","e1q2-3",51,"BOUCUR_51_1",57.4733772968304,4.05132183705069,4.3436216942931,1,76.9858542773542
"77","e1q2-3",52,"BOUCUR_51_1",76.9858542773542,4.3436216942931,3.95932369384624,1,52.4218607307744
"78","e1q2-3",53,"BOUCUR_51_1",52.4218607307744,3.95932369384624,3.10351220457605,1,22.2760521002529
"79","e1q2-3",54,"BOUCUR_51_1",22.2760521002529,3.10351220457605,4.72862811284701,1,113.140240188781
"80","e1q2-3",55,"BOUCUR_51_1",113.140240188781,4.72862811284701,3.67445525339335,1,39.4271731873502
"81","e1q2-3",56,"BOUCUR_51_1",39.4271731873502,3.67445525339335,4.50615144483168,1,90.5725733516853
"82","e1q2-3",57,"BOUCUR_51_1",90.5725733516853,4.50615144483168,5.06891737631316,1,159.002094694573
"83","e1q2-3",59,"BOUCUR_51_1",159.002094694573,5.06891737631316,5.55432674041348,1,258.352967342543
"84","e1q2-3",60,"BOUCUR_51_1",258.352967342543,5.55432674041348,7.08289955130024,1,1191.41809286366
"85","e1q2-3",61,"BOUCUR_51_1",1191.41809286366,7.08289955130024,6.8988484066359,1,991.132676335808
"86","e1q2-3",62,"BOUCUR_51_1",991.132676335808,6.8988484066359,5.81855196987098,1,336.484461053348
"87","e1q2-3",63,"BOUCUR_51_1",336.484461053348,5.81855196987098,6.55930722006166,1,705.782573180649
"88","e1q2-3",64,"BOUCUR_51_1",705.782573180649,6.55930722006166,7.3404836732837,1,1541.4574951995
"89","e1q2-3",65,"BOUCUR_51_1",1541.4574951995,7.3404836732837,7.18420858677117,1,1318.44539015022
"90","e1q2-3",66,"BOUCUR_51_1",1318.44539015022,7.18420858677117,6.26639400672,1,526.575123823378
"91","e1q2-3",67,"BOUCUR_51_1",526.575123823378,6.26639400672,7.45292518958493,1,1724.90143652206
"92","e1q2-3",68,"BOUCUR_51_1",1724.90143652206,7.45292518958493,8.28632318610974,1,3969.21327330346
"93","e1q2-3",69,"BOUCUR_51_1",3969.21327330346,8.28632318610974,8.01243137287473,1,3018.24668192562
"94","e1q2-3",70,"BOUCUR_51_1",3018.24668192562,8.01243137287473,7.56759030778746,1,1934.4731757259
"95","e1q2-3",71,"BOUCUR_51_1",1934.4731757259,7.56759030778746,7.52783047580935,1,1859.06783259295
"97","e1q2-3",55,"BOUCUR_55_1",11.2616506294022,2.4214032042772,3.42007862394118,1,30.571818603427
"98","e1q2-3",56,"BOUCUR_55_1",30.571818603427,3.42007862394118,3.45203571760424,1,31.5645835273401
"99","e1q2-3",57,"BOUCUR_55_1",31.5645835273401,3.45203571760424,4.23838528649429,1,69.2958684778423
"102","e1q2-3",57,"BOUCUR_57_1",26.2728250962994,3.26853513869569,4.29284605747511,1,73.1744310590612
"103","e1q2-3",59,"BOUCUR_57_1",73.1744310590612,4.29284605747511,4.78741268845279,1,119.990513855455
"104","e1q2-3",60,"BOUCUR_57_1",119.990513855455,4.78741268845279,6.09079631253878,1,441.773060543384
"105","e1q2-3",62,"BOUCUR_57_1",441.773060543384,6.09079631253878,5.49043950013014,1,242.36370233257
"106","e1q2-3",63,"BOUCUR_57_1",242.36370233257,5.49043950013014,6.77623081891976,1,876.757829324319
"107","e1q2-3",64,"BOUCUR_57_1",876.757829324319,6.77623081891976,6.47621821624647,1,649.509989475029
"108","e1q2-3",65,"BOUCUR_57_1",649.509989475029,6.47621821624647,6.91963633875084,1,1011.95191991245
"109","e1q2-3",66,"BOUCUR_57_1",1011.95191991245,6.91963633875084,5.94491931251539,1,381.808552883024
"110","e1q2-3",67,"BOUCUR_57_1",381.808552883024,5.94491931251539,5.71109686247756,1,302.202360988704
"113","e1q2-3",59,"BOUCUR_59_2",57.396725052313,4.04998724686008,3.29769548720951,1,27.0502294368285
"115","e1q2-3",59,"BOUCUR_59_3",62.3137761560566,4.13218252744906,3.42665054783193,1,30.7733959183637
"117","e1q2-3",59,"BOUCUR_59_4",0.706242530212496,-0.347796573267691,1.56162294733814,1,4.76655083207
"118","e1q2-3",60,"BOUCUR_59_4",4.76655083207,1.56162294733814,3.45745497844003,1,31.736104577528
"123","e1q2-3",62,"BOUCUR_62_3",211.358698660198,5.35355668377265,4.85626118805432,1,128.542705552685
"130","e1q2-3",69,"BOUCUR_69_1",83.9133595917644,4.42978483311843,3.61677946083281,1,37.2175141450248
"131","e1q2-3",70,"BOUCUR_69_1",37.2175141450248,3.61677946083281,5.67236045029109,1,290.719955125404
"132","e1q2-3",71,"BOUCUR_69_1",290.719955125404,5.67236045029109,5.52417496286347,1,250.679432838895
"135","e1q2-3",70,"BOUCUR_70_2",8.2256166904395,2.10725327140179,4.71816842040743,1,111.962995614984
"142","e1q2-4",55,"BOUCUR_55_1",2.44702083084909,0.894871297235535,3.06417126891853,1,21.4167059408283
"143","e1q2-4",56,"BOUCUR_55_1",21.4167059408283,3.06417126891853,3.85774473518978,1,47.3584250511083
"144","e1q2-4",57,"BOUCUR_55_1",47.3584250511083,3.85774473518978,4.8382130977535,1,126.243565150746
"145","e1q2-4",58,"BOUCUR_55_1",126.243565150746,4.8382130977535,5.26520098321416,1,193.485192155651
"146","e1q2-4",59,"BOUCUR_55_1",193.485192155651,5.26520098321416,5.78309539038413,1,324.762904143525
"147","e1q2-4",60,"BOUCUR_55_1",324.762904143525,5.78309539038413,5.64298629947146,1,282.304506733024
"148","e1q2-4",61,"BOUCUR_55_1",282.304506733024,5.64298629947146,5.02252020344825,1,151.793372326972
"151","e1q2-4",59,"BOUCUR_59_1",53.0854001741161,3.97190194080231,4.65826337418236,1,105.452791009246
"153","e1q2-4",60,"BOUCUR_60_1",4.32327422021039,1.46401303652368,4.55247563622674,1,94.8669739629805
"154","e1q2-4",61,"BOUCUR_60_1",94.8669739629805,4.55247563622674,4.13750412827897,1,62.6462691116906
"155","e1q2-4",62,"BOUCUR_60_1",62.6462691116906,4.13750412827897,4.7163954707537,1,111.764666726197
"156","e1q2-4",63,"BOUCUR_60_1",111.764666726197,4.7163954707537,5.97010787844456,1,391.547908050893
"157","e1q2-4",65,"BOUCUR_60_1",391.547908050893,5.97010787844456,5.06640219443883,1,158.602678021369
"158","e1q2-4",66,"BOUCUR_60_1",158.602678021369,5.06640219443883,3.67566503867146,1,39.4749004650875
"166","e1q2-4",65,"BOUCUR_65_5",130.350233224636,4.87022492959644,3.68387366788035,1,39.8002688733885
"167","e1q2-4",66,"BOUCUR_65_5",39.8002688733885,3.68387366788035,3.42470095571131,1,30.713458793614
"169","e1q2-4",65,"BOUCUR_65_6",40.0951735378667,3.6912559664169,4.55098464405459,1,94.7256334423948
"170","e1q2-4",66,"BOUCUR_65_6",94.7256334423948,4.55098464405459,4.55999488308311,1,95.5829907385951
"171","e1q2-4",68,"BOUCUR_65_6",95.5829907385951,4.55999488308311,4.21481457940567,1,67.6816151420812
"172","e1q2-4",69,"BOUCUR_65_6",67.6816151420812,4.21481457940567,5.67276010679113,1,290.836166465922
"173","e1q2-4",70,"BOUCUR_65_6",290.836166465922,5.67276010679113,0.554726647798217,1,1.74146488644474
"184","e1q2-4",68,"BOUCUR_68_8",143.498211945968,4.9663225748152,5.3788360881353,1,216.769827565705
"185","e1q2-4",69,"BOUCUR_68_8",216.769827565705,5.3788360881353,4.50774401184933,1,90.7169311639434
"186","e1q2-4",70,"BOUCUR_68_8",90.7169311639434,4.50774401184933,4.93099953723108,1,138.517896963333
"191","e1q2-5",60,"BOUCUR_60_1",57.7492602858977,4.05611054041766,-0.371795871170851,1,0.689494973961801
"192","e1q2-5",61,"BOUCUR_60_1",0.689494973961801,-0.371795871170851,2.98618701416824,1,19.8100030399989
"194","e1q2-5",61,"BOUCUR_61_1",30.7412832116518,3.42560648127471,2.87370586062443,1,17.7024997889975
"195","e1q2-5",62,"BOUCUR_61_1",17.7024997889975,2.87370586062443,5.35018086302318,1,210.64639256499
"196","e1q2-5",63,"BOUCUR_61_1",210.64639256499,5.35018086302318,6.38176858750406,1,590.971969592641
"197","e1q2-5",64,"BOUCUR_61_1",590.971969592641,6.38176858750406,6.55701198602298,1,704.164494639598
"198","e1q2-5",65,"BOUCUR_61_1",704.164494639598,6.55701198602298,6.88858915201483,1,981.016375429597
"199","e1q2-5",66,"BOUCUR_61_1",981.016375429597,6.88858915201483,5.31415389967156,1,203.192519119851
"200","e1q2-5",67,"BOUCUR_61_1",203.192519119851,5.31415389967156,6.34760855396158,1,571.125259335439
"201","e1q2-5",68,"BOUCUR_61_1",571.125259335439,6.34760855396158,7.07542570006455,1,1182.54680391967
"202","e1q2-5",69,"BOUCUR_61_1",1182.54680391967,7.07542570006455,7.32330057682178,1,1515.19674897517
"203","e1q2-5",70,"BOUCUR_61_1",1515.19674897517,7.32330057682178,6.96363326378656,1,1057.46864862067
"204","e1q2-5",71,"BOUCUR_61_1",1057.46864862067,6.96363326378656,7.09816784149523,1,1209.74859163624
"206","e1q2-5",62,"BOUCUR_62_1",2.45999987749999,0.900161300147518,1.81328675368623,1,6.1305640088597
"216","e1q2-5",70,"BOUCUR_70_1",24.1203865491215,3.18305739781355,4.81385449217952,1,123.205598468268
"217","e1q2-5",71,"BOUCUR_70_1",123.205598468268,4.81385449217952,4.31589996633761,1,74.8809834929791
"223","e1q2-7",45,"BOUCUR_45_1",106.15696189518,4.66491877144545,4.80617473256588,1,122.26303305946
"224","e1q2-7",47,"BOUCUR_45_1",122.26303305946,4.80617473256588,4.68313630805911,1,108.108603309384
"225","e1q2-7",48,"BOUCUR_45_1",108.108603309384,4.68313630805911,4.80895499173439,1,122.603428953228
"226","e1q2-7",49,"BOUCUR_45_1",122.603428953228,4.80895499173439,5.16688460222479,1,175.367645593514
"227","e1q2-7",50,"BOUCUR_45_1",175.367645593514,5.16688460222479,6.25908457821333,1,522.740193252112
"228","e1q2-7",51,"BOUCUR_45_1",522.740193252112,6.25908457821333,6.16718857031053,1,476.843607527942
"229","e1q2-7",52,"BOUCUR_45_1",476.843607527942,6.16718857031053,5.83585154501363,1,342.356141624617
"230","e1q2-7",53,"BOUCUR_45_1",342.356141624617,5.83585154501363,5.55915269378953,1,259.602780060797
"231","e1q2-7",54,"BOUCUR_45_1",259.602780060797,5.55915269378953,5.97816426545279,1,394.715110504076
"232","e1q2-7",55,"BOUCUR_45_1",394.715110504076,5.97816426545279,4.35762578321313,1,78.0715554104225
"233","e1q2-7",56,"BOUCUR_45_1",78.0715554104225,4.35762578321313,6.33522418683862,1,564.095851676141
"234","e1q2-7",58,"BOUCUR_45_1",564.095851676141,6.33522418683862,6.30109800296963,1,545.170180091418
"235","e1q2-7",59,"BOUCUR_45_1",545.170180091418,6.30109800296963,6.95304561038792,1,1046.3315987381
"236","e1q2-7",60,"BOUCUR_45_1",1046.3315987381,6.95304561038792,6.90345492878739,1,995.708883070988
"237","e1q2-7",61,"BOUCUR_45_1",995.708883070988,6.90345492878739,7.30192993155215,1,1483.15956368481
"238","e1q2-7",62,"BOUCUR_45_1",1483.15956368481,7.30192993155215,6.47492915186192,1,648.673268689538
"239","e1q2-7",63,"BOUCUR_45_1",648.673268689538,6.47492915186192,6.57222389300307,1,714.958066700682
"240","e1q2-7",64,"BOUCUR_45_1",714.958066700682,6.57222389300307,7.34045331012953,1,1541.41069239846
"241","e1q2-7",65,"BOUCUR_45_1",1541.41069239846,7.34045331012953,7.06335989162246,1,1168.36415533345
"242","e1q2-7",66,"BOUCUR_45_1",1168.36415533345,7.06335989162246,6.44937399787884,1,632.306343780286
"243","e1q2-7",67,"BOUCUR_45_1",632.306343780286,6.44937399787884,7.03151377205654,1,1131.74251433654
"247","e1q2-7",48,"BOUCUR_48_1",3.0805212479802,1.12509881902383,3.0190176598465,1,20.471172149306
"249","e1q2-7",48,"BOUCUR_48_2",68.0893317536375,4.22082054528366,3.01784122257436,1,20.4471032599304
"250","e1q2-7",50,"BOUCUR_48_2",20.4471032599304,3.01784122257436,3.81096804552373,1,45.1941677088979
"251","e1q2-7",51,"BOUCUR_48_2",45.1941677088979,3.81096804552373,3.00590278953363,1,20.2044482292537
"252","e1q2-7",53,"BOUCUR_48_2",20.2044482292537,3.00590278953363,2.74766132778969,1,15.6060916401855
"253","e1q2-7",54,"BOUCUR_48_2",15.6060916401855,2.74766132778969,4.22789985634265,1,68.5730675507433
"254","e1q2-7",55,"BOUCUR_48_2",68.5730675507433,4.22789985634265,3.42416252466534,1,30.6969261651103
"255","e1q2-7",56,"BOUCUR_48_2",30.6969261651103,3.42416252466534,2.85015652946748,1,17.2904880996522
"256","e1q2-7",58,"BOUCUR_48_2",17.2904880996522,2.85015652946748,4.89150672545501,1,133.154049578503
"257","e1q2-7",59,"BOUCUR_48_2",133.154049578503,4.89150672545501,5.33307580431804,1,207.073914481262
"258","e1q2-7",60,"BOUCUR_48_2",207.073914481262,5.33307580431804,5.38222926906564,1,217.506616132402
"259","e1q2-7",61,"BOUCUR_48_2",217.506616132402,5.38222926906564,5.16191301157847,1,174.497953115835
"260","e1q2-7",63,"BOUCUR_48_2",174.497953115835,5.16191301157847,3.30080653466752,1,27.1345150246077
"261","e1q2-7",64,"BOUCUR_48_2",27.1345150246077,3.30080653466752,2.88543524533626,1,17.911361735877
"265","e1q2-7",51,"BOUCUR_51_2",19.0095297364894,2.94494041850311,4.40032184689954,1,81.4770875935268
"273","e1q2-7",57,"BOUCUR_57_1",31.75889019619,3.4581726923235,3.68210601518783,1,39.7299779642113
"275","e1q2-7",57,"BOUCUR_57_2",58.1288711614396,4.06266246231672,4.75540858420085,1,116.211125495357
"276","e1q2-7",58,"BOUCUR_57_2",116.211125495357,4.75540858420085,5.64050948410162,1,281.606155791955
"277","e1q2-7",59,"BOUCUR_57_2",281.606155791955,5.64050948410162,5.81415953083082,1,335.009714807788
"278","e1q2-7",60,"BOUCUR_57_2",335.009714807788,5.81415953083082,5.72338474897013,1,305.938698128643
"279","e1q2-7",61,"BOUCUR_57_2",305.938698128643,5.72338474897013,6.34997677384956,1,572.4794123663
"280","e1q2-7",62,"BOUCUR_57_2",572.4794123663,6.34997677384956,6.04717920076745,1,422.91837806394
"281","e1q2-7",63,"BOUCUR_57_2",422.91837806394,6.04717920076745,5.79914087938562,1,330.015914609019
"282","e1q2-7",64,"BOUCUR_57_2",330.015914609019,5.79914087938562,7.13481518945694,1,1254.90504764547
"283","e1q2-7",65,"BOUCUR_57_2",1254.90504764547,7.13481518945694,6.1507281415256,1,469.058803660322
"284","e1q2-7",66,"BOUCUR_57_2",469.058803660322,6.1507281415256,5.33294379576236,1,207.046580757074
"285","e1q2-7",67,"BOUCUR_57_2",207.046580757074,5.33294379576236,5.54275706327284,1,255.381131661849
"287","e1q2-7",59,"BOUCUR_59_1",15.2843779487155,2.72683125766909,3.39479491030393,1,29.8085394237045
"288","e1q2-7",60,"BOUCUR_59_1",29.8085394237045,3.39479491030393,3.61958072481007,1,37.321916387572
"290","e1q2-7",59,"BOUCUR_59_2",15.708333454777,2.75419136483123,2.13277277240598,1,8.43823169972401
"291","e1q2-7",60,"BOUCUR_59_2",8.43823169972401,2.13277277240598,4.58267390664028,1,97.775487507238
"292","e1q2-7",61,"BOUCUR_59_2",97.775487507238,4.58267390664028,0.810856006895547,1,2.24983303522349
"297","e1q2-7",59,"BOUCUR_59_6",4.20294575808545,1.43578565041637,4.71046202327522,1,111.103480443067
"298","e1q2-7",60,"BOUCUR_59_6",111.103480443067,4.71046202327522,5.08851093464771,1,162.148232881804
"299","e1q2-7",61,"BOUCUR_59_6",162.148232881804,5.08851093464771,5.21144060518117,1,183.358014525373
"300","e1q2-7",62,"BOUCUR_59_6",183.358014525373,5.21144060518117,5.17287956962607,1,176.42212654341
"301","e1q2-7",63,"BOUCUR_59_6",176.42212654341,5.17287956962607,6.0943032010275,1,443.325029103823
"302","e1q2-7",64,"BOUCUR_59_6",443.325029103823,6.0943032010275,5.0387543321898,1,154.277716495443
"303","e1q2-7",65,"BOUCUR_59_6",154.277716495443,5.0387543321898,6.72396833936948,1,832.113075275368
"304","e1q2-7",66,"BOUCUR_59_6",832.113075275368,6.72396833936948,5.21561561874165,1,184.125136981475
"305","e1q2-7",67,"BOUCUR_59_6",184.125136981475,5.21561561874165,6.37947060549905,1,589.615485825628
"307","e1q2-7",59,"BOUCUR_59_7",30.7088411229622,3.4245505975949,4.07518764389018,1,58.8615245575982
"308","e1q2-7",60,"BOUCUR_59_7",58.8615245575982,4.07518764389018,5.36523926726993,1,213.842394046134
"309","e1q2-7",61,"BOUCUR_59_7",213.842394046134,5.36523926726993,5.11597801578989,1,166.663701032353
"310","e1q2-7",62,"BOUCUR_59_7",166.663701032353,5.11597801578989,5.62245456025417,1,276.567402128116
"311","e1q2-7",63,"BOUCUR_59_7",276.567402128116,5.62245456025417,5.27364336785862,1,195.12558323399
"312","e1q2-7",64,"BOUCUR_59_7",195.12558323399,5.27364336785862,6.87334505482523,1,966.175074975001
"313","e1q2-7",65,"BOUCUR_59_7",966.175074975001,6.87334505482523,7.0878363435081,1,1197.31441891366
"314","e1q2-7",66,"BOUCUR_59_7",1197.31441891366,7.0878363435081,6.19961253351491,1,492.558154337771
"315","e1q2-7",67,"BOUCUR_59_7",492.558154337771,6.19961253351491,6.53634028908579,1,689.757639705307
"317","e1q2-7",60,"BOUCUR_60_1",24.05227559211,3.18022961129021,5.03187886311087,1,153.220622997188
"318","e1q2-7",62,"BOUCUR_60_1",153.220622997188,5.03187886311087,5.22208026648384,1,185.319296885281
"319","e1q2-7",63,"BOUCUR_60_1",185.319296885281,5.22208026648384,2.92523222190527,1,18.6385538278585
"320","e1q2-7",64,"BOUCUR_60_1",18.6385538278585,2.92523222190527,3.87299549355827,1,48.086212497499
"322","e1q2-7",60,"BOUCUR_60_2",3.94141327143515,1.37153935732677,2.30968772912099,1,10.0712791967141
"323","e1q2-7",61,"BOUCUR_60_2",10.0712791967141,2.30968772912099,4.51129075298471,1,91.0392518915865
"329","e1q2-7",63,"BOUCUR_63_1",73.206427604716,4.29328322591989,4.36148579360205,1,78.3734947950669
"330","e1q2-7",64,"BOUCUR_63_1",78.3734947950669,4.36148579360205,5.9500109411917,1,383.757537802931
"331","e1q2-7",65,"BOUCUR_63_1",383.757537802931,5.9500109411917,6.77632728912689,1,876.842414413626
"332","e1q2-7",66,"BOUCUR_63_1",876.842414413626,6.77632728912689,6.17771952419014,1,481.891759842533
"333","e1q2-7",67,"BOUCUR_63_1",481.891759842533,6.17771952419014,5.7695097353875,1,320.3806228559
"336","e1q2-7",64,"BOUCUR_64_1",68.283804503928,4.22367261552935,5.41634653994442,1,225.055387807735
"337","e1q2-7",65,"BOUCUR_64_1",225.055387807735,5.41634653994442,5.64199620027421,1,282.025135592923
"338","e1q2-7",66,"BOUCUR_64_1",282.025135592923,5.64199620027421,4.74356603742565,1,114.843006800085
"339","e1q2-7",67,"BOUCUR_64_1",114.843006800085,4.74356603742565,6.24686001226966,1,516.388821763644
"341","e1q2-7",64,"BOUCUR_64_2",120.942637858492,4.79531636590613,4.04537595913108,1,57.1326615427249
"342","e1q2-7",66,"BOUCUR_64_2",57.1326615427249,4.04537595913108,5.0376527210378,1,154.107856019721
"346","e1q2-7",65,"BOUCUR_65_1",128.910033108476,4.85911474328902,4.77309280051024,1,118.284507207485
"347","e1q2-7",66,"BOUCUR_65_1",118.284507207485,4.77309280051024,4.3240266809929,1,75.491999291659
"351","e1q2-7",65,"BOUCUR_65_4",80.7018897905745,4.39076199248096,5.97591919933997,1,393.829942986855
"352","e1q2-7",66,"BOUCUR_65_4",393.829942986855,5.97591919933997,4.43274304335962,1,84.161960477032
"353","e1q2-7",67,"BOUCUR_65_4",84.161960477032,4.43274304335962,5.30302871156983,1,200.944492171548
"356","e1q2-7",66,"BOUCUR_66_1",90.9273191700482,4.51006049695468,3.80654420340237,1,44.9946774282425
"357","e1q2-7",67,"BOUCUR_66_1",44.9946774282425,3.80654420340237,4.12545534008282,1,61.8959865583978
"361","e1q2-7",71,"BOUCUR_71_1",411.96141202875,6.02092968483875,6.82822292925152,1,923.548142951714
"363","e1q2-7",71,"BOUCUR_71_2",54.425350399571,3.99683004530973,7.29516384427775,1,1473.15824967173
"365","e1q2-7",71,"BOUCUR_71_3",539.220683282621,6.29012491806608,6.76786309349507,1,869.451969886396
"367","e1q2-7",71,"BOUCUR_71_4",264.464057979929,5.57770535541059,4.80169301959988,1,121.71631127909
"370","e1q2-7",71,"BOUCUR_71_6",54.2531748140751,3.99366151262666,6.61858986071265,1,748.888315346945
"372","e1q2-7",71,"BOUCUR_71_7",78.768630853246,4.36651483198801,5.93123885382249,1,376.620803054497
"378","e1q3-1",65,"BOUCUR_65_1",71.2233884820438,4.26582125439328,0.295506902042169,1,1.34380736476749
"380","e1q3-1",68,"BOUCUR_68_1",61.8464213853083,4.12465423758992,4.33545884170677,1,76.3599879999673
"381","e1q3-1",69,"BOUCUR_68_1",76.3599879999673,4.33545884170677,4.90240533325357,1,134.613180144643
"382","e1q3-1",70,"BOUCUR_68_1",134.613180144643,4.90240533325357,4.94669200335973,1,140.708729191755
"385","e1q3-1",70,"BOUCUR_70_1",46.379559910717,3.83685884300956,4.83002063152643,1,125.213543974658
"386","e1q3-1",71,"BOUCUR_70_1",125.213543974658,4.83002063152643,-0.335015839244437,1,0.715326756027487
"388","e1q3-1",70,"BOUCUR_70_2",24.526054480647,3.1997360006799,4.52488726225099,1,92.2855211802466
"390","e1q3-2",34,"BOUCUR_34_1",128.069583334344,4.85257373601147,5.4178527625974,1,225.394626751581
"391","e1q3-2",35,"BOUCUR_34_1",225.394626751581,5.4178527625974,5.24566264167805,1,189.741504210288
"392","e1q3-2",36,"BOUCUR_34_1",189.741504210288,5.24566264167805,4.88140135561565,1,131.815254564242
"393","e1q3-2",38,"BOUCUR_34_1",131.815254564242,4.88140135561565,4.14770812378916,1,63.2887838944572
"397","e1q3-2",54,"BOUCUR_54_1",44.0060016537633,3.78432602583835,3.54119621619985,1,34.5081737477175
"400","e1q3-2",63,"BOUCUR_63_2",15.0764686062445,2.71313515785128,4.57125178433788,1,96.6650378495181
"401","e1q3-2",64,"BOUCUR_63_2",96.6650378495181,4.57125178433788,5.96999398096279,1,391.503314269778
"402","e1q3-2",65,"BOUCUR_63_2",391.503314269778,5.96999398096279,4.81568258296132,1,123.431035483976
